,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1716,SINCLAIR,Sinclairs Hotels Limited,EQ,10-APR-2024,2,1,INE985A01022,2
1717,SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-JUN-2023,1,1,INE325D01025,1
1718,SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,10,1,INE129Z01016,10
1719,SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10
1720,SIS,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5
1721,SITINET,Siti Networks Limited,BZ,10-JAN-2007,1,1,INE965H01011,1
1722,SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2
1723,SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10
1724,SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10
1725,SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10
1726,SKIL,SKIL Infrastructure Limited,BZ,09-OCT-1996,10,1,INE429F01012,10
1727,SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1
1728,SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,10,1,INE411D01015,10
1729,SKYGOLD,Sky Gold Limited,BE,06-JAN-2023,10,1,INE01IU01018,10
1730,SMARTLINK,Smartlink Holdings Limited,BE,11-APR-2001,2,1,INE178C01020,2
1731,SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2
1732,SMLISUZU,SML Isuzu Limited,EQ,29-AUG-2003,10,1,INE294B01019,10
1733,SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10
1734,SMSLIFE,SMS Lifesciences India Limited,BE,17-AUG-2017,10,1,INE320X01016,10
1735,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1
1736,SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10
1737,SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10
1738,SOFTTECH,Softtech Engineers Limited,BE,25-FEB-2022,10,1,INE728Z01015,10
1739,SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10
1740,SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2
1741,SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2
1742,SOMATEX,Soma Textiles & Industries Limited,BE,14-AUG-1996,10,1,INE314C01013,10
1743,SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10
1744,SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10
1745,SONAMLTD,SONAM LIMITED,EQ,07-APR-2022,5,1,INE00LM01029,5
1746,SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1
1747,SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2
1748,SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1
1749,SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-APR-2019,10,1,INE980Y01015,10
1750,SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10
1751,SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10
1752,SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1
1753,SPCENET,Spacenet Enterprises India Limited,BE,10-JAN-2017,1,1,INE970N01027,1
1754,SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10
1755,SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5
1756,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10
1757,SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10
1758,SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,2,1,INE663A01033,2
1759,SPMLINFRA,SPML Infra Limited,BE,14-FEB-1996,2,1,INE937A01023,2
1760,SPORTKING,Sportking India Limited,EQ,24-AUG-2022,1,1,INE885H01029,1
1761,SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-OCT-2024,10,1,INE01NE01012,10
1762,SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10
1763,SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10
1764,SRGHFL,SRG Housing Finance Limited,EQ,21-AUG-2023,10,1,INE559N01010,10
1765,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10
1766,SRM,SRM Contractors Limited,BE,03-APR-2024,10,1,INE0R6Z01013,10
1767,SRPL,Shree Ram Proteins Limited,BZ,23-SEP-2020,1,1,INE008Z01020,1
1768,SSDL,Saraswati Saree Depot Limited,EQ,20-AUG-2024,10,1,INE0PQ101010,10
1769,SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1
1770,STALLION,Stallion India Fluorochemicals Limited,EQ,23-JAN-2025,10,1,INE0RYC01010,10
1771,STANLEY,Stanley Lifestyles Limited,EQ,28-JUN-2024,2,1,INE01A001028,2
1772,STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10
1773,STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1
1774,STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10
1775,STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10
1776,STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10
1777,STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10
1778,STEELCAS,Steelcast Limited,EQ,23-NOV-2021,5,1,INE124E01020,5
1779,STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10
1780,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1
1781,STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10
1782,STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2
1783,STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2
1784,STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10
1785,STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5
1786,STYLEBAAZA,Baazar Style Retail Limited,EQ,06-SEP-2024,5,1,INE01FR01028,5
1787,STYRENIX,Styrenix Performance Materials Limited,EQ,29-MAR-1995,10,1,INE189B01011,10
1788,SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5,1,INE754A01055,5
1789,SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2
1790,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2
1791,SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,5,1,INE450E01029,5
1792,SULA,Sula Vineyards Limited,EQ,22-DEC-2022,2,1,INE142Q01026,2
1793,SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10
1794,SUMIT,Sumit Woods Limited,BE,30-JUL-2019,10,1,INE748Z01013,10
1795,SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10
1796,SUNCLAY,Sundaram Clayton Limited,EQ,29-DEC-2023,5,1,INE0Q3R01026,5
1797,SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1
1798,SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10
1799,SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5,1,INE202Z01029,5
1800,SUNDRMBRAK,Sundaram Brake Linings Limited,BE,17-JUL-1996,10,1,INE073D01013,10
1801,SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1
1802,SUNFLAG,Sunflag Iron And Steel Company Limited,BE,29-SEP-2005,10,1,INE947A01014,10
1803,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1
1804,SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1
1805,SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5
1806,SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10
1807,SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1
1808,SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1
1809,SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-FEB-2025,10,1,INE822E01011,10
1810,SUPREMEENG,Supreme Engineering Limited,BE,04-DEC-2020,1,1,INE319Z01021,1
1811,SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2
1812,SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-OCT-2007,10,1,INE550H01011,10
1813,SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2
1814,SURAJEST,Suraj Estate Developers Limited,EQ,26-DEC-2023,5,1,INE843S01025,5
1815,SURAJLTD,Suraj Limited,EQ,29-AUG-2024,10,1,INE713C01016,10
1816,SURAKSHA,Suraksha Diagnostic Limited,EQ,06-DEC-2024,2,1,INE877V01027,2
1817,SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5
1818,SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1
1819,SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10
1820,SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,5,1,INE335A01020,5
1821,SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10
1822,SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1
1823,SUULD,Suumaya Industries Limited,BZ,19-OCT-2020,10,1,INE591Q01016,10
1824,SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1
1825,SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1
1826,SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,1,1,INE018401013,1
1827,SUYOG,Suyog Telematics Limited,EQ,20-AUG-2024,10,1,INE442P01014,10
1828,SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2
1829,SVLL,Shree Vasu Logistics Limited,BE,21-APR-2023,10,1,INE00CE01017,10
1830,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,BE,14-JUL-2021,1,1,INE308E01029,1
1831,SWANDEF,Swan Defence and Heavy Industries Limited,BE,20-JAN-2025,10,1,INE542F01020,10
1832,SWANENERGY,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1
1833,SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10
1834,SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10
1835,SWIGGY,Swiggy Limited,EQ,13-NOV-2024,1,1,INE00H001014,1
1836,SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1
1837,SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2
1838,SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022,1,1,INE312C01025,1
1839,SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10
1840,SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10
1841,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10
1842,TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2
1843,TAKE,Take Solutions Limited,BZ,27-AUG-2007,1,1,INE142I01023,1
1844,TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,2,1,INE187D01029,2
1845,TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1
1846,TARACHAND,Tara Chand InfraLogistic Solutions Limited,BE,16-APR-2024,2,1,INE555Z01020,2
1847,TARAPUR,Tarapur Transformers Limited,BE,18-MAY-2010,10,1,INE747K01017,10
1848,TARC,TARC Limited,EQ,18-DEC-2020,2,1,INE0EK901012,2
1849,TARIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,1,1,INE763I01026,1
1850,TARMAT,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10
1851,TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2
1852,TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10
1853,TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10
1854,TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10
1855,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1
1856,TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10
1857,TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,10,1,INE672A01018,10
1858,TATAMOTORS,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2
1859,TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1
1860,TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1
1861,TATATECH,Tata Technologies Limited,EQ,30-NOV-2023,2,1,INE142M01025,2
1862,TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10
1863,TBOTEK,TBO Tek Limited,EQ,15-MAY-2024,1,1,INE673O01025,1
1864,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10
1865,TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2
1866,TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2
1867,TCIFINANCE,TCI Finance Limited,BE,21-MAY-1997,10,1,INE911B01018,10
1868,TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10
1869,TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1
1870,TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,2,1,INE419M01027,2
1871,TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10
1872,TECHIN,Techindia Nirman Limited,BZ,08-SEP-2011,10,1,INE778A01021,10
1873,TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5
1874,TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2
1875,TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,06-DEC-1995,10,50,INE014B01011,10
1876,TEGA,Tega Industries Limited,EQ,13-DEC-2021,10,1,INE011K01018,10
1877,TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017,10,1,INE010J01012,10
1878,TEMBO,Tembo Global Industries Limited,BE,23-APR-2021,10,1,INE869Y01010,10
1879,TERASOFT,Tera Software Limited,BE,29-DEC-2016,10,1,INE482B01010,10
1880,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1
1881,TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10
1882,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,INE621L01012,1
1883,TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10,1,INE305A01015,10
1884,TFL,Transwarranty Finance Limited,BE,26-FEB-2007,10,1,INE804H01012,10
1885,TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10,1,INE797H01018,10
1886,THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,INE085J01014,10
1887,THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,10,1,INE924D01017,10
1888,THEJO,Thejo Engineering Limited,EQ,10-OCT-2023,10,1,INE121N01019,10
1889,THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,1,1,INE083B01024,1
1890,THERMAX,Thermax Limited,EQ,30-AUG-1995,2,1,INE152A01029,2
1891,THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,INE332A01027,1
1892,THOMASCOTT,Thomas Scott (India) Limited,BE,30-JAN-2012,10,1,INE480M01011,10
1893,THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,10,1,INE594H01019,10
1894,TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,10,1,INE133E01013,10
1895,TICL,Twamev Construction and Infrastructure Limited,EQ,16-OCT-2023,1,1,INE388G01026,1
1896,TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10,1,INE545H01011,10
1897,TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017,1,1,INE974X01010,1
1898,TIJARIA,Tijaria Polypipes Limited,BE,14-OCT-2011,10,1,INE440L01017,10
1899,TIL,TIL Limited,EQ,27-SEP-1995,10,1,INE806C01018,10
1900,TIMESGTY,Times Guaranty Limited,BE,11-JUN-2002,10,1,INE289C01025,10
1901,TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,1,1,INE508G01029,1
1902,TIMKEN,Timken India Limited,EQ,06-FEB-2007,10,1,INE325A01013,10
1903,TIPSFILMS,Tips Films Limited,BE,06-OCT-2022,10,1,INE0LQS01015,10
1904,TIPSMUSIC,Tips Music Limited,EQ,10-NOV-2000,1,1,INE716B01029,1
1905,TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,INE338A01024,1
1906,TIRUPATIFL,Tirupati Forge Limited,BE,04-AUG-2020,2,1,INE319Y01024,2
1907,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-APR-2008,2,1,INE615H01020,2
1908,TITAN,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1
1909,TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10,1,INE668A01016,10
1910,TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10,1,INE148A01019,10
1911,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10
1912,TNTELE,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,INE141D01018,10
1913,TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,INE932C01012,10
1914,TOLINS,Tolins Tyres Limited,EQ,16-SEP-2024,5,1,INE0RWQ01014,5
1915,TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5
1916,TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10
1917,TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,10,1,INE336X01012,10
1918,TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020,10,1,INE486Y01013,10
1919,TPHQ,Teamo Productions HQ Limited,BE,30-JAN-2009,1,1,INE065J01024,1
1920,TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,2,1,INE413G01022,2
1921,TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,INE0HMF01019,1
1922,TRANSRAILL,Transrail Lighting Limited,EQ,27-DEC-2024,2,1,INE454P01035,2
1923,TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ,01-MAR-1995,10,1,INE757B01015,10
1924,TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-AUG-2011,10,1,INE040M01013,10
1925,TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-DEC-2018,10,1,INE00CA01015,10
1926,TREL,Transindia Real Estate Limited,EQ,10-AUG-2023,2,1,INE0O3901029,2
1927,TRENT,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1
1928,TRF,TRF Limited,EQ,26-MAR-2010,10,1,INE391D01019,10
1929,TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1
1930,TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,INE948A01012,10
1931,TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1
1932,TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1
1933,TRU,TruCap Finance Limited,BE,20-JUN-2023,2,1,INE615R01029,2
1934,TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015,10,1,INE910C01018,10
1935,TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,1,1,INE690A01028,1
1936,TTL,T T Limited,BE,22-FEB-2007,10,1,INE592B01016,10
1937,TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,10,1,INE517B01013,10
1938,TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003,10,1,INE236G01019,10
1939,TVSHLTD,TVS Holdings Limited,EQ,23-OCT-2012,5,1,INE105A01035,5
1940,TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1
1941,TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1,1,INE395N01027,1
1942,TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10
1943,TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5
1944,TVVISION,TV Vision Limited,BE,15-SEP-2016,10,1,INE871L01013,10
1945,UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1
1946,UCAL,UCAL LIMITED,BE,13-SEP-1995,10,1,INE139B01016,10
1947,UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10
1948,UDAICEMENT,Udaipur Cement Works Limited,EQ,23-APR-2024,4,1,INE225C01029,4
1949,UDS,Updater Services Limited,EQ,04-OCT-2023,10,1,INE851I01011,10
1950,UEL,Ujaas Energy Limited,BE,16-APR-2024,1,1,INE899L01030,1
1951,UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10
1952,UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10
1953,UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1
1954,UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,10,1,INE583D01011,10
1955,UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10
1956,ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10
1957,UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,10,1,INE0GIU01018,10
1958,UMANGDAIRY,Umang Dairies Limited,BE,02-DEC-2015,5,1,INE864B01027,5
1959,UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010,1,1,INE240C01028,1
1960,UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2
1961,UNIDT,United Drilling Tools Limited,EQ,25-SEP-2020,10,1,INE961D01019,10
1962,UNIECOM,Unicommerce Esolutions Limited,EQ,13-AUG-2024,1,1,INE00U401027,1
1963,UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2
1964,UNIINFO,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10,1,INE481Z01011,10
1965,UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-DEC-2024,5,1,INE0U3I01011,5
1966,UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10
1967,UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022,10,1,INE244O01017,10
1968,UNITDSPR,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2
1969,UNITECH,Unitech Limited,BZ,08-SEP-1999,2,1,INE694A01020,2
1970,UNITEDPOLY,United Polyfab Gujarat Limited,BE,31-DEC-2021,10,1,INE368U01011,10
1971,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10
1972,UNIVAFOODS,Univa Foods Limited,BE,03-APR-1996,10,1,INE275F01019,10
1973,UNIVASTU,Univastu India Limited,BE,22-JUN-2020,10,1,INE562X01013,10
1974,UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10
1975,UNIVPHOTO,Universus Photo Imagings Limited,BE,14-FEB-2020,10,1,INE03V001013,10
1976,UNOMINDA,UNO Minda Limited,EQ,02-FEB-2007,2,1,INE405E01023,2
1977,UPL,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2
1978,URAVIDEF,Uravi Defence and Technology Limited,EQ,05-JUL-2023,10,1,INE568Z01015,10
1979,URJA,Urja Global Limited,BE,28-MAR-2017,1,1,INE550C01020,1
1980,USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1
1981,USK,Udayshivakumar Infra Limited,EQ,03-APR-2023,10,1,INE0N0Y01013,10
1982,UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,INE094J01016,10
1983,UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10,1,INE735W01017,10
1984,UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10
1985,UYFINCORP,U. Y. Fincorp Limited,EQ,03-OCT-2024,5,1,INE152C01025,5
1986,V2RETAIL,V2 Retail Limited,BE,04-JUL-2007,10,1,INE945H01013,10
1987,VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10
1988,VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,2,1,INE884A01027,2
1989,VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,2,1,INE972X01022,2
1990,VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006,1,1,INE051B01021,1
1991,VALIANTLAB,Valiant Laboratories Limited,EQ,06-OCT-2023,10,1,INE0JWS01017,10
1992,VALIANTORG,Valiant Organics Limited,EQ,23-JUL-2021,10,1,INE565V01010,10
1993,VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10
1994,VARDMNPOLY,Vardhman Polytex Limited,BE,12-MAY-2003,1,1,INE835A01029,1
1995,VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,1,1,INE665L01035,1
1996,VASCONEQ,Vascon Engineers Limited,EQ,15-FEB-2010,10,1,INE893I01013,10
1997,VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,10,1,INE590L01019,10
