Date,Close
2005-02-10 00:00:00+05:30,240.33950805664062
2005-02-11 00:00:00+05:30,235.09095764160156
2005-02-14 00:00:00+05:30,231.59915161132812
2005-02-15 00:00:00+05:30,229.2231903076172
2005-02-16 00:00:00+05:30,231.4839630126953
2005-02-17 00:00:00+05:30,232.42706298828125
2005-02-18 00:00:00+05:30,234.45738220214844
2005-02-21 00:00:00+05:30,231.9879150390625
2005-02-22 00:00:00+05:30,229.55442810058594
2005-02-23 00:00:00+05:30,233.74462890625
2005-02-24 00:00:00+05:30,231.31117248535156
2005-02-25 00:00:00+05:30,229.0216827392578
2005-02-28 00:00:00+05:30,228.10008239746094
2005-03-01 00:00:00+05:30,226.94091796875
2005-03-02 00:00:00+05:30,227.11376953125
2005-03-03 00:00:00+05:30,229.849609375
2005-03-04 00:00:00+05:30,229.0216827392578
2005-03-07 00:00:00+05:30,230.3175811767578
2005-03-08 00:00:00+05:30,230.3175811767578
2005-03-09 00:00:00+05:30,229.11524963378906
2005-03-10 00:00:00+05:30,227.97047424316406
2005-03-11 00:00:00+05:30,228.6616668701172
2005-03-14 00:00:00+05:30,227.81210327148438
2005-03-15 00:00:00+05:30,233.02468872070312
2005-03-16 00:00:00+05:30,230.05120849609375
2005-03-17 00:00:00+05:30,229.77044677734375
2005-03-18 00:00:00+05:30,258.062744140625
2005-03-21 00:00:00+05:30,260.2396545410156
2005-03-22 00:00:00+05:30,256.91015625
2005-03-23 00:00:00+05:30,245.2141876220703
2005-03-24 00:00:00+05:30,246.22157287597656
2005-03-28 00:00:00+05:30,245.888671875
2005-03-29 00:00:00+05:30,239.04188537597656
2005-03-30 00:00:00+05:30,246.17041015625
2005-03-31 00:00:00+05:30,251.85618591308594
2005-04-01 00:00:00+05:30,256.2870178222656
2005-04-04 00:00:00+05:30,265.33642578125
2005-04-05 00:00:00+05:30,263.4325866699219
2005-04-06 00:00:00+05:30,271.269775390625
2005-04-07 00:00:00+05:30,285.6549072265625
2005-04-08 00:00:00+05:30,298.0851745605469
2005-04-11 00:00:00+05:30,309.4908752441406
2005-04-12 00:00:00+05:30,302.95989990234375
2005-04-13 00:00:00+05:30,305.8454895019531
2005-04-15 00:00:00+05:30,292.06640625
2005-04-18 00:00:00+05:30,287.17462158203125
2005-04-19 00:00:00+05:30,281.2754211425781
2005-04-20 00:00:00+05:30,275.9395751953125
2005-04-21 00:00:00+05:30,279.2179260253906
2005-04-22 00:00:00+05:30,285.82568359375
2005-04-25 00:00:00+05:30,290.1114501953125
2005-04-26 00:00:00+05:30,296.4545593261719
2005-04-27 00:00:00+05:30,298.80230712890625
2005-04-28 00:00:00+05:30,300.1085205078125
2005-04-29 00:00:00+05:30,297.2143859863281
2005-05-02 00:00:00+05:30,293.679931640625
2005-05-03 00:00:00+05:30,293.26165771484375
2005-05-04 00:00:00+05:30,293.88482666015625
2005-05-05 00:00:00+05:30,291.5285949707031
2005-05-06 00:00:00+05:30,303.1306457519531
2005-05-09 00:00:00+05:30,309.3799133300781
2005-05-10 00:00:00+05:30,307.0834045410156
2005-05-11 00:00:00+05:30,308.0139465332031
2005-05-12 00:00:00+05:30,308.83349609375
2005-05-13 00:00:00+05:30,312.8459777832031
2005-05-16 00:00:00+05:30,319.1123352050781
2005-05-17 00:00:00+05:30,324.4224548339844
2005-05-18 00:00:00+05:30,328.1702880859375
2005-05-19 00:00:00+05:30,332.6181335449219
2005-05-20 00:00:00+05:30,340.8821716308594
2005-05-23 00:00:00+05:30,350.7938537597656
2005-05-24 00:00:00+05:30,344.45928955078125
2005-05-25 00:00:00+05:30,341.8724670410156
2005-05-26 00:00:00+05:30,338.9954528808594
2005-05-27 00:00:00+05:30,330.9789733886719
2005-05-30 00:00:00+05:30,323.91876220703125
2005-05-31 00:00:00+05:30,323.56011962890625
2005-06-01 00:00:00+05:30,322.1087951660156
2005-06-02 00:00:00+05:30,318.9501037597656
2005-06-03 00:00:00+05:30,324.9005126953125
2005-06-06 00:00:00+05:30,342.2395324707031
2005-06-07 00:00:00+05:30,341.47979736328125
2005-06-08 00:00:00+05:30,341.3773498535156
2005-06-09 00:00:00+05:30,338.0990295410156
2005-06-10 00:00:00+05:30,337.13433837890625
2005-06-13 00:00:00+05:30,331.3887939453125
2005-06-14 00:00:00+05:30,325.8054504394531
2005-06-15 00:00:00+05:30,322.8260192871094
2005-06-16 00:00:00+05:30,328.2043762207031
2005-06-17 00:00:00+05:30,325.8054504394531
2005-06-20 00:00:00+05:30,315.81695556640625
2005-06-21 00:00:00+05:30,321.5283508300781
2005-06-22 00:00:00+05:30,298.92181396484375
2005-06-23 00:00:00+05:30,303.13916015625
2005-06-24 00:00:00+05:30,299.5621337890625
2005-06-27 00:00:00+05:30,308.5091552734375
2005-06-28 00:00:00+05:30,305.7088928222656
2005-06-29 00:00:00+05:30,305.4442443847656
2005-06-30 00:00:00+05:30,304.7953796386719
2005-07-01 00:00:00+05:30,315.31329345703125
2005-07-04 00:00:00+05:30,323.124755859375
2005-07-05 00:00:00+05:30,323.901611328125
2005-07-06 00:00:00+05:30,323.5943298339844
2005-07-07 00:00:00+05:30,318.48907470703125
2005-07-08 00:00:00+05:30,313.4862976074219
2005-07-11 00:00:00+05:30,319.2830505371094
2005-07-12 00:00:00+05:30,312.2312927246094
2005-07-13 00:00:00+05:30,307.5102844238281
2005-07-14 00:00:00+05:30,306.64794921875
2005-07-15 00:00:00+05:30,314.3570861816406
2005-07-18 00:00:00+05:30,320.16229248046875
2005-07-19 00:00:00+05:30,315.5779113769531
2005-07-20 00:00:00+05:30,311.0702209472656
2005-07-21 00:00:00+05:30,320.9392395019531
2005-07-22 00:00:00+05:30,321.22100830078125
2005-07-25 00:00:00+05:30,323.6625671386719
2005-07-26 00:00:00+05:30,320.9990234375
2005-07-27 00:00:00+05:30,319.9831237792969
2005-07-28 00:00:00+05:30,319.9831237792969
2005-07-29 00:00:00+05:30,313.0849914550781
2005-08-01 00:00:00+05:30,305.4869384765625
2005-08-02 00:00:00+05:30,308.6371154785156
2005-08-03 00:00:00+05:30,302.4049987792969
2005-08-04 00:00:00+05:30,306.09307861328125
2005-08-05 00:00:00+05:30,307.3394775390625
2005-08-08 00:00:00+05:30,303.9245300292969
2005-08-09 00:00:00+05:30,298.9730224609375
2005-08-10 00:00:00+05:30,299.1181335449219
2005-08-11 00:00:00+05:30,307.39068603515625
2005-08-12 00:00:00+05:30,302.7720642089844
2005-08-16 00:00:00+05:30,311.7788391113281
2005-08-17 00:00:00+05:30,322.3564453125
2005-08-18 00:00:00+05:30,318.2243957519531
2005-08-19 00:00:00+05:30,325.3956604003906
2005-08-22 00:00:00+05:30,340.0113525390625
2005-08-23 00:00:00+05:30,348.4290466308594
2005-08-24 00:00:00+05:30,341.5480651855469
2005-08-25 00:00:00+05:30,357.4956359863281
2005-08-26 00:00:00+05:30,343.8360900878906
2005-08-29 00:00:00+05:30,338.3893127441406
2005-08-30 00:00:00+05:30,344.0494689941406
2005-08-31 00:00:00+05:30,333.9755554199219
2005-09-01 00:00:00+05:30,336.1354675292969
2005-09-02 00:00:00+05:30,333.8475036621094
2005-09-05 00:00:00+05:30,324.0724182128906
2005-09-06 00:00:00+05:30,324.4139099121094
2005-09-08 00:00:00+05:30,330.68017578125
2005-09-09 00:00:00+05:30,323.20159912109375
2005-09-12 00:00:00+05:30,326.24090576171875
2005-09-13 00:00:00+05:30,323.8077697753906
2005-09-14 00:00:00+05:30,314.5363464355469
2005-09-15 00:00:00+05:30,326.121337890625
2005-09-16 00:00:00+05:30,327.0945739746094
2005-09-19 00:00:00+05:30,322.8771667480469
2005-09-20 00:00:00+05:30,315.4071960449219
2005-09-21 00:00:00+05:30,311.87274169921875
2005-09-22 00:00:00+05:30,293.2275085449219
2005-09-23 00:00:00+05:30,299.6218566894531
2005-09-26 00:00:00+05:30,313.0167236328125
2005-09-27 00:00:00+05:30,313.7167663574219
2005-09-28 00:00:00+05:30,307.51873779296875
2005-09-29 00:00:00+05:30,304.32586669921875
2005-09-30 00:00:00+05:30,302.2171630859375
2005-10-03 00:00:00+05:30,306.99798583984375
2005-10-04 00:00:00+05:30,309.7555236816406
2005-10-05 00:00:00+05:30,307.6809387207031
2005-10-06 00:00:00+05:30,305.9137878417969
